,text,label
19231,조퀴 - dc App,0
19232,칵퉤 - dc App,0
19233,대단한 시댄지 모르겠는데 막상 98 파이널 이런거 보면 좆지루해서 절대 못봄 지루한 건 둘째치고 수비 수준 최악 조던룰로 우려먹는 수비 짤들은 죄다 본거 또 보고 수준 - dc App,0
19234,이형은 너무 잘해서 문제야 ㄷㄷ,0
19235,비교군을 두려면 건강한 카와이정도 되야지 릅갈통 저새낀 전형적인 스찌+릅무국빨,0
19236,첫짤은 핵꿀밤때리는거 ㅈㄴ적나라하게 찍혓노ㅋㅋㅋ,0
19237,저건 그냥 폭행인데?,0
19238,릅갈통= 릅택동 - dc App,0
19239,스테판 커리 얘기는 왜 안나옴,0
19240,피스톤즈만 쳐 모아놓고 전경기 저렇게 당한척 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
19241,"저렇게 처맞고도 우승 6회, 3연속우승 2회, 시즌MVP 6회, 파이널MVP 6회 ㅎㄷㄷㄷ - dc App",0
19242,씹물로켓 시절 ㅋㅋㅋ 지금 거인농구 시절에 깝쳐봐라 ㅋㅋ,0
19243,예수천국 불신지옥.262,0
19244,명분이 아니라 미명임 - dc App,0
19245,이미 르브론이 뛰어넘은지 오래,0
19246,전쟁 모티브 게임은 결국 저렇게 격투가 일어날 수 밖에 없어서 영...,0
19247,"전 현직 전 지구 세계 스포츠 인들이
농구 종목을 떠나
가장 존경하고 위대한 스포츠맨으로
추앙받는 조던이
디시인사이드라는 사이트에서
애미뒤진 앰창.쓰래기새끼들에게만

유독 까이고 있는 기괴한 모습 입니다

- dc App",0
19248,야투율 50퍼 안되는데 먼소리지,0
19249,아니 저 씨벌럼들이 농구를 하랬더니 격투기를 하고 자빠졌네 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,0
19250,마이클 잭슨이 더 잘했는데,0
19251,저짤의 대부분이피스톤 깡패새끼들이네ㅋㅋㅋ,0
19252,"아이재아 토마스, 조 듀마스라는 깡패들의 시대",0
19253,물로켓 찌-익,0
19254,공놀이 잘한다 ㅋㅋ,0
19255,조던은 신임,0
19256,그래도 간지는 아이버슨임 농알못인데도 간지하나는 작살나더만,0
19257,진짜 다급하긴한가보네 자료까지 직접 만들고 ㅋㅋ 석열이 똥고집에 똥볼 수백번은 찰건데 자료좀 성의있게 만들어라 폰트부터 고졸 지잡대 노근본냄새 폴폴나네,0
19258,국방부는 사비들여서 옮기냐 ㅋㅋㅋ 국방부 이전비도 생각해야지,0
19259,속이 뻥~~~~ - 직헬충,0
19260,"이제 만주당 선동 안당함 명박각하, 그네 각하 지못미 ㅜㅠ 노짱도 지못미 ㅜㅠ",0
19261,가장 친한 친구 죽이고 이득본 사람 누구입니꽈,0
19262,4백이든 4조든 썩려리 하고 싶은거 다해. 공약 다 지켜줘~,0
19263,이런 글에는 짱퀴벌레용 에프킬라 좀 뿌려라 짜슥아,0
19264,"[단독] 국방부 ""이전 비용 최소 5천억 원""…인수위에 보고 https://n.news.naver.com/article/055/0000961235 응 최소 5천억이야 - dc App",0
19265,웅 까라면 까는 게 군대야 ㅈ같아도 시키면 해 ㅋㅋㅋㅋㅋ,0
19266,"권영세 부위원장이 원론적인 답변으로 일관하자 현장 기자들의 '질문 폭탄'이 쏟아졌다. ""(반대편) 저 아파트 올라가면 여기(국방부 청사 내부) 다 보인다"", ""이런 말까진 안 하려고 했는데, 제가 간첩이면 저 위에서 죽치고 있는다"", ""저격 총 하나면 동시 다발 테러가 가능하단 얘기도 나온다"" 등이다.
- dc App",0
19267,"북한이 연락소 폭파시킬때도 아갈닥, 북한한테 돈 퍼다줄때도 아갈닥, 중국한테 돈 퍼다줄떄도 아갈닥, 이제와서 돈타령?? 진찌 이 씨발새기들이 대가리에 머가 처 들었냐?? ㅉㅉ",0
19268,애미뒤진 좆선족새끼들 부적없으니까 ㅈㄴ나대네,0
19269,국방부는 무슨 국가주권이 침해당할땐 아가리 하다가 이사 가라니깐 생지랄을 처함...,0
19270,문재인도로?5000억 주고 만드는건 아는지모르겠네,0
19271,여가부 22년예산이 1조4천억인데 이전비용 5천억정도면 양반이네,0
19272,"국방부에서 인수위에 보고한 견적이 최소 5000억원인데, 왜 이런 근거없는 게시물을 올려서 선동하는 거야???",0
19273,좌파들이 발광하는거보니 옮기는게 맞다. 북한 중국도 인증해줬자너 ㅋㅋㅋ - dc App,0
19274,윤석열이 이겻는데 어쩔티비?? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 찢 지지자들 이악물고 선동중,0
19275,민주당이 이전했으면 성인지감수성 비용으로 몇 조가 추가로 들어갔을걸 ㅋㅋㅋㅋㅋㅋ,0
19276,민생 5년 내내 씹창낸 문재앙 새끼가 민생챙기라고 말하니 병신같노,0
19277,민좆당 선동 ㅋㅋㅋ그냥 일반인 수준에서 논리로 컷 당할정도로 수준 떨어지네 - dc App,0
19278,전라디언들 또 시동거네 - dc App,0
19279,"국방부 근처에서 시위하는 잡것들 즉시 체포 잼..
사우스포스트에서 지럴하면 미군법.. 잼잼..",0
19280,전라도새끼들 다 죽여라 - dc App,0
19281,예수천국 불신지옥.263,0
19282,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이 쓰레기 가짜찌라시 떠돌 줄 알았다. ㅋㅋㅋ 2번남들 이 악물고 피의 쉴드 치지만.. 1조 넘게 혈세 처 쓰면서 국방부 쫓아내고 안보공백. 거기다가 아파트 옥상에 반공포 설치라는 희대의 명장면 연출 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 헬기 탈 때마다 미군 허락받아야 됨 ㅋㅋㅋㅋ 기타 등등등등등.. 수없이 많은 부작용에도 우리 각하 만세 ㅋㅋㅋㅋㅋㅋ,0
19283,일단 첫줄에서 틀렸다고 어제 바로 반박 들어갔었는데. ㅋㅋ 하루만에 뭘 옮기기 처 옮겨. 그리고 전시상황에서 옮기는 거랑.. 쓰잘머리 없이 1조 넘게 처 쓰면서 옮기는 거랑 같냐. ㅋㅋ 평시에 뭐하러 옮겨 ㅋㅋ 지금같은 코로나 상황에 민생이나 챙기지. 무당 풍수지리나 처 믿고.. 창녀 말 한마디에 청와대를 없애버리기 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ 그래놓고 재난지원금이나 지들같은 2번남 벌레들 챙겨주면 혈세 낭비라고 선동 ㄷㄷㄷㄷ 처참한 능지 수준 ㅋㅋ,0
19284,5천 이라는데 - dc App,0
19285,400억은 작냐? 멀쩡한 청와대 놔두고 왜 질알이야 이거 무당 법사 작품이 아니라고 말할 자신 있나? 제정일치시대야 뭐야,0
19286,민주당이 혈세혈세 하는거 보면 진짜 아구창을 날리고싶음 ㅅㅂ 세금 ㅈ같은대 쓴게 민주당인데 ㅋㅋㅋㅋㅋㅋ,0
19287,중요한 건 멀쩡한 청와대 냅두고 명분도 실리도 없는 용산으로 왜 힘들게 궂이 옮기냐는 거지ㅋㅋㅋㅋㅋ 용산으로 이전해서 소통이 잘 될거였으면 차라리 주거지역 한복판으로 집무실 옮기지 그러냐 ㅋㅋㅋ,0
19288,전준태 훈련도 안 해본 [미필&여자&빨갱이] 새끼들답게 전시에 군사시설 옮기는것도 모름,0
19289,2번남들 진짜 윤석열 닮은듯,0
19290,참고로 아직 윤석열 대통령 아니다,0
19291,윤석열 탄핵하자 - dc App,0
19292,문재앙보다 훨씬 나은데 - dc App,0
19293,문재앙 400조부터 좀 설명해봐 찢갈이들아,0
19294,이걸 쉴드치는 대깨윤 수준ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
19295,일단 한국에서 화웨이 라우터부터 좀 전부 철거시키자. 짱깨 해킹에서 안전한 동네가 용산밖에 없다는게 말이됨?,0
19296,"最近,这里的同志们正计划在一个神秘的组织内杀害习近平主席,并割掉毛泽东前总统的尸体吃。 立即由中华人民共和国公安部门逮捕这些叛徒。 我警告中国的公安部门。 叛徒们反对一个中国,计划暗杀习近平主席,摧毁毛泽东前总统的遗体。 叛国者的反国家恐怖计划将对中华人民共和国国家安全构成严重威胁。",0
19297,멀쩡한 청와대 공원화 한다는거 광화문 세월호 기념관급 쇼통질. 벌써부터 가짜뉴스~거리는것도 불안하고 보댕이나 때려잡지 쇼 몇번하고 말듯 - dc App,0
19298,청와대에 박정희 귀신있어서 쫄았다는 소문이 있던데 진짜임?,0
19299,"팩트) 일자리정책으로 내다버린 53조면 민주당식 이사비용 1조 기준 53번 이사 가능
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0
19300,씹재앙 씹짜이밍,0
19301,응 성인지 예산 32조 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
19302,결론은 윤대통이 뭘하든 대깨들 전라도홍어들이 무조건 발작할꺼라는거잖아.. 그러니 홍어수괴 문재앙 보찢남 대가리를 빨리 베어내야지 홍어들 아닥하지,0
19303,문재앙 대저택 퇴임 사저 짓는 돈만 아껴도 이전하고도 남겠네ㅋㅋㅋ,0
19304,1조 선동하는 민주당이 만들게한 세종시는 도대체 얼마 짜리냐 세종시 기업도시 마구 건설해도 지방균형발전 전혀 안되네 초대형 낭비 망국적 토목사업을 벌인 민주당,0
19305,미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~미상발사체 여물어~,0
19306,아무 논리없는 반대를 위한 반대 응 느그시대 끝났어 맨날 날조하니까 5년만에 권력 조지지,0
19307,캬 정리 잘해놨네 ㅋㅋㅋㅋ 하여튼 민주당 좌파새끼들 선동 날조는 ㅋㅋㅋㅋㅋㅋㅋ,0
19308,민주당애들은 북한도 친구고 안보 따위 신경 안 쓰지 않았냐?,0
19309,대가리 깨진 윤항문 광신도들 이걸 쉴드치네,0
19310,대깨윤새기들 벌써부터 쉴드짓거리하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
19311,"누가 봐도 급하게 저렇게 옮기려는 것, 옮기는 데가 국방부 바로 옆이라는 것 등등 생각해 보면 사이버 보안 문제일거라는 생각이 드는건 나뿐인가?",0
19312,대깨찢들 선동질 안먹히니까 울부짖네ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
19313,쉴드 존나 안쳐짐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅄ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
19314,미상발사체 병신들 - Dc App,0
19315,문재인이했으면 역쉬 ㅠㅠ 제왕적대통령에서 서민옆에서 일하는 서민친화대통령!,0
19316,크으 사이다,0
19317,이런 발군의 재능이 있으면 이상하게 미대 특히 애니메이션학과 뭐 이런데 나온 애들 현직 뭐 게임회사나 이런데 있는 애들이 졸라게 갈구더라 지적질 존나게 해서 자존감 다 깎아먹으면서 내 친구 미대도 아닌데 그림 졸라 잘그려서 대학때 진로 바꿔서 게임회사 취직했는데 취직했다는게 실력 인정 받았다는거 아니냐 근데 거기 선배새끼가 가스라이팅으로 스트레스 받게 해서 회사 그만두고 지금 그냥 평범한 직장인으로 살고 있다 이런애들이 한둘이 아닐것 같다,0
19318,느낌은 나는데 자세히보면 확실히 아직 아마티가 있네,0
19319,네오플 전화해봐라 상시채용 있을거다,0
19320,이게 공식 일러스트가 아니라고? 이 새끼 존나 실력자 아니야,0
19321,-던- 치려고 스크롤 존나내림,0
19322,대학다니면서 그린게아니고 게임 일러스트잖아 미쳤노 - dc App,0
19323,던,0
19324,좀치노,0
19325,금손쉑 부럽누 군대 조심히 잘 갔다와라,0
19326,이정도면 넥슨 프리패스 아니냐? 바로 던파 원화 그리겠노ㅋㅋ,0
19327,ㄹㅇ 던파노 ㄷㄷ - dc App,0
19328,아무런 특기도 없는 실베충들은 오늘도 남 까내리기밖에 할 줄 모른다...,0
19329,나만 던파 생각난게 아니었네 ㅋㅋ 대놓고 배낀건 록시 정도 같은데 사람들 보고 느끼는게 다 거기서 거긴가 보다,0
19330,잘그린거같은데 왜들ㅈㄹ,0
19331,"재능이... 아니다,,, 화이팅",0
19332,던공 - dc App,0
19333,던파같네 - dc App,0
19334,던공,0
19335,취향타는 그림 - dc App,0
19336,딱 던파 원화가 수준,0
19337,넥슨들어가고싶어서 용쓰네,0
19338,던파체,0
19339,던파 존나 잘할것같노,0
19340,던파로 가자,0
19341,뭔가 던파 느낌인디,0
19342,남자를 더 잘그리뉴,0
19343,잘 그리네 객관적으로 ㅇㅇ 인체 구조나 비율 이런 것도 깔끔하고 ㅇㅇ 잘 살린 듯. 원래 그런건지 모르겠는데 색상 선택이 쪼오오오금 아쉬움..,0
19344,던파그림체 완전 빼다박았노,0
19345,딱 일러스트레이터수준,0
19346,딱던파입시수준,0
19347,네오플들가 - dc App,0
19348,사르포자인줄,0
19349,애들 던파같은건 어케아노ㅋㅋ 까면서 누구보다 던파를 사랑하는 새끼들이었노ㅋㅋ - dc App,0
19350,너 혹시 페미 지지하니?,0
19351,네오플 바로 입사,0
19352,던파,0
19353,오히려 존나 던파같아서 취직찔러넣는데 문제는 없겠다 야,0
19354,마귀낄낄길,0
19355,참자아를잘만났어 나같은 게으른 마귀같은 마귀의 대리자,0
19356,마귀역사ㅋㅋㅋㅋ,0
19357,겨우게으르냐 예수다 인생을 그렇게 사냐 성실하게 살아야지 인간답게ㅋㅋㅋㅋ,0
19358,게으르게 많이 먹고 섹스 키,0
19359,마귀 서혜숙,0
19360,진짜 던공생각하면서 내렸는데 다들 똑같네 ㅋㅋㅋ,0
19361,4번은 ㄹㅇ 던판줄 - dc App,0
19362,ㅈㄴ 잘그리노 - dc App,0
19363,던 프로 일러인줄,0
19364,보자마자 -던-같노ㅋㅋ - dc App,0
19365,던파 일러스트레이터 현직아니노? ㄷㄷ,0
19366,네오플 입사해,0
19367,다 짭 그린건데 왤케 빨아주노,0
19368,8번 드루이드 잘그렸네,0
19369,넌 조마간 던파 회사 채용 하겠다,0
19370,ㄹㅇ 색감이 딱 던파네,0
19371,딱봐도 정공겜 던파 하다가 정공 테크 탔는데 신병검사에서 정공 못되고 땅개 테크로 업그레이드 된 놈이네,0
19372,내가 그림 볼 줄 모르긴한데 존나 잘그린다는건 확실히 알겟음 - dc App,0
19373,개지리는데 - dc App,0
19374,던파 보고 공부했구만,0
19375,별로,0
19376,던파랑 똑같네,0
19377,접어야될 실력인데 유망주 코스프레중이노,0
19378,던파취직해라 게이야 - dc App,0
19379,군대가서도 그림열정 잃지 않길 바람,0
19380,예수천국 불신지옥.264,0
19381,첫그림부터 던파냄새가 나더니.. 던파인러스트가 참 매력적인듯 - dc App,0
19382,군대간다고? 그림이 남자놈 그림이 아닌데,0
19383,이런애들이 제일 불쌍한거임 평생을 던파그림체 쫒아왔는데 정작 나중엔 본인 스타일 그림 그려보라하면 뭘해도 던파 묻어나서 커리어 쌓기도 힘들고 결국 애매하게 겉돌다가 트위터에서 외주나 받는 도태 프리랜서 되는게 요즘 예술계 현실임 ㅇㅇ,0
19384,나쁜손 아청법 던파 나빠요!,0
19385,베리 굳 - dc App,0
19386,픽시브앙망,0
19387,군대에서 손 다치면 레전드겠네 조심해라,0
19388,"매 그림마다 무기, 근육, 마법 등 뭔가 공격적인 뭔가를 그려놓은 걸 보니 대학다니면서 스트레스가 많았나",0
19389,가서도 그려,0
19390,혹시 인중에 수염 있음?,0
19391,던파같노,0
19392,이새기 무슨 프로인거같은데 군대를늦게가니?,0
19393,대하이햄 같은 눈빛이 ㄹㅇ이지 - dc App,0
19394,존나 추잡한새끼들이란 표현을 진짜 돌려리고 순화시켜서하네 치사한새끼들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
19395,웃기지도 않네 걔넨 자식 없냐?,0
19396,"영월 갔다가 진짜 딱봐도 건달같아보이는 40 50대 틀딱 둘 보이는데 다이까면 2:1도 줘팰거같긴한데 포스는 ㄹㅇ 있더라
뭐 이상한 직각으로 떨어지는 통큰 정장 입고 몸도 네모고 얼굴 사각에 목도 두껍고",0
19397,지금은 폭처법때문에 조폭들도 조폭 아닌척할듯 집단형성해서 뺨만 한대 쳐도 줄줄이 3년이상 징역임ㅋㅋ,0
19398,요즘은 저것도 틀렸음 건달들 이제 몸에 그림 안그림 자기가 건달이라는거 절대로 어필 안함 인상만 보면 착한 형이고 순한 옆집 아저씨임 그래서 더 무서운거,0
19399,"제일 울궈먹기 좋은게 조폭임
다 전과자라 재범하면 무조건 범단으로 엮여 들어감.
1천만원씩 뜯어내는거 쉽다.",0
19400,영화중에 비열한거리 라고 한국 조폭 영화있는데 안본게이들 있으면 봐봐라 건달모티브로 제일 잘만든듯 - dc App,0
19401,응 건달들 나한테 걸리면 죽통 바로 처맞고 죄송합니다 살려주세요 ㅜㅜ 이러면서 무릎꿇음 ㅇㅇ 내가 돌주먹이라 그런지 ㄹㅇ 한대 맞으면 상대방들이 대부분 주제파악하더라 ㅇㅇ. 보복할 생각도 못하게 개패줄수있음 ㅇㅇ - dc App,0
19402,내가 찢어진빨대라고 용산구 딸기우유파 3인자인데 대충맞는말임ㅇㅇ 그래도 되도록이면 일반인은 안건들라고 하니까 너무 쫄필요는업서,0
19403,다 삼청교육대 처넣어야하는데,0
19404,치사하고 추하다는 거잖아,0
19405,강 문신하는 새끼들 싹 잡아다 뒤지게 패면서 가둬둬야함,0
19406,그런 깡패들 잡는 형사가 최고아님?,0
19407,만화방가면 김성모 만화가 제일 많다 . 이 기록은 절대 안깨진다고 함 .재밌고 야하면서 그림체도 괜찮다고 느끼는지만 어느순간 모든 작품이 다 똑같음 실제 찜질방에서 김성모 만화 보다가 만화가 바뀐지도 모르고 본적이 있음 워낙 캐릭터나 스토리가 비슷해서 권수만 맞춰서 보다 보니,0
19408,건달에 이상한 환상이 있네,0
19409,대한민국에 조폭이 없다는건 뭔 개소리냐? 대선후보까지 나왔는데?,0
19410,"저기서 말하는 조폭은 2000년대에 이미 다 멸종함 ...
어쩔수가 없음 시대가 너무 변해서 그전처럼 폭력으로 해결도 안되고 단순히 법 어지간히 위반해서는 돈이 안벌려서 뿔뿔이 흝어지고 돈이 없으니 당연히 충성심도 없어짐
2020년에 있는건 대부분 양아치임 ....이제는 조폭보다 사시미 들고 아무나 쑤시는 조선족이 더 무서운 세상이 됐지",0
19411,"나도 건들기만해봐라
인생전부 상납하고
그새끼랑 가족 평생조진다
이생각을 중딩때부터 쭉 하면서 살았는데
시비자체가 안걸림 그래서 무용지물됨
지금은 시비가 없는세상인데 너무 날을 새우고 살고있는거같아서 바뀌고있즘 - dc App",0
19412,그냥 건달이고 양아치고 똑같은 개병신이지 뭔 차이임?,0
19413,김성모가 본 건달은 다 멸종하고 조선족이 떴다. 김성모는 만화도 그렇고 이미 구시대라는 거임.,0
19414,진짜 븅신같네ㅋㅋ 건달이 어쩌고 시발ㅋㅋㅋ 건달보다 더 포스있는 건 강력계 형사다 유흥가 나이트 쪽 지나가는데 갑자기 경찰차랑 형사적힌 경찰 스타렉스 차 몇대 서더니 거기서 마동석 여러명 우르르 내려서 들어가서 건달인지 뭔지 여러명 뒷목잡고 끌고 오는데 애새끼들 다루는 성인느낌이더만,0
19415,호랑이ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 법의 보호를 못 받는다는 건 이 사회에서 아무나 밟아도 상관없는 버러지라는 뜻 밖에 안되는데 보복 타령함 ㅋㅋㅋ,0
19416,원시사회에서는 그게 당연했는데 그게 뭔가 특별한건줄 아는 결국 진화사 덜됐다는,0
19417,팩트..한국에 건달은 없음 동네 양아치만 있을뿐..... 유명한 이름의 조직들도 사실 동네 양아치 수준임.....돈많은 스폰서생기면 가오잡고 다니는게 지금의 동네양아치 깡패임.. 싸움도 좃도 못하고 인상이랑 공갈협박에만 능함... 실제로 싸우면 고딩한테도 발리는 경우가 많음... 가끔 돈많은 재벌들의 뒤치닥꺼리 하기위해 일을 봐주는 조폭들이 있는데....그냥 하청업자수준이지 직속부서와는 다름...재벌들도 그냥 동네양아치라고 생각해서 부려먹으려고 일 좀 몇개 주는 정도지... 깝치거나 기어오르면 재벌의 직속 경호부대애들한테 존나 얻어터짐..... 가끔 깡패기업이야기도 있던데 실질적으로 그안에 들어가면 깡패라기보단 중소기업느낌임. 임원급은 다들 사업가 마인드이고 절대 폭력에 가담하려하지않음...좆될걸 아니깐,0
19418,잃을게 없는 빵잽이 막장인생인게 뭔 자랑이라고 그게 무서운거다 이 지랄하고 있네 ㅋㅋ 여차하면 칼들고와서 아무나 찌르는건 정신병 환자도 할 수 있는데 호랑이 씨발 ㅋㅋ - dc App,0
19419,90년대까진 저랬겠지. 요즘은 빵에 들어가도 누가하나 책임져주지 않음. 군사정권때 깡패들 기세 꺽어버린건 정말 잘한거임.,0
19420,조현병 환자 vs 건달 난 조현병 환자가 더 무섭다고 본다,0
19421,미국처럼 총기규제 풀어야 저런 개병신 양아치들 꺼드럭거리는 꼴 안 보고 살 수 있음 - dc App,0
19422,난 형사들 진짜 존경한다 저런새끼들 상대로 어케 하루하루 싸우지,0
19423,"보통은 팔하나 부러뜨리면 눈도 못쳐다보는게 대다수인데
건달들은 그걸 초월하는 무서움이 있는듯
쫄질않음 - dc App",0
19424,동물원 호랑이 말고 진짜 호랑이 보면 건달이고 지랄이고 바로 질질 싸는데 호랑이같은 소리 하놐ㅋㅋㅋㅋㅋㅋ - dc App,0
19425,"양아치 조폭 많은 동네에서 알바할때 보면 건들거리는 새끼들은 다 조폭 밑에서 오락실이나 일수 관리하는 양아치임. 저런 애들이 존나 깎듯이 모시는 그냥 아저씨같은 사람이 두목인데, 덩치가 그리 크지도 않음. 존나 젠틀함, 맨날 긴팔만 입음. 그냥 존나 아저씨인줄 알았는데 소매 안쪽으로 보이는 문신이랑 조폭 두목이다 라는거 들으니까 사람 다르게 보이더라",0
19426,자막주작이네,0
19427,이래서 정당방위 강화해야 해고 범죄자에 대한 자비를 주면 안 됨 자경단을 조직해 조폭 토벌을 해야 한다,0
19428,조 폭으로 2행시 해주실 분,0
19429,예수천국 불신지옥.265,0
19430,그냥 인간 폐급 쓰레기들 가지고 뭔,0
19431,그럼 범죄자 쉑히들 조지라고 있는게 경찰임 ㅋ,0
19432,실제 호랑이랑 가둬두면 울면서 엄마찾을놈들이 뭔 호랑이웅앵 지랄싸노ㅋㅋ,0
19433,일반인 앞에서 호랑이인척 하는 쓰레기새끼들 검사 앞에선 새색시마냥 공손해지더라 ㅋㅋㅋㅋㅋㅋ,0
19434,보복하는거 존나 추한데,0
19435,"운동선수 보복ㅋㅋㅋㅋㅋ 재밌는 아재네
요즘애들이 저런거에 속을줄 아노 - dc App",0
19436,요즘에 진짜 조폭이 어딨노ㅋㅋ 죄다 조폭놀이 하는 애늙은이들이지ㅋㅋ - dc App,0
19437,아재... 소설좀 그만봐... - dc App,0
19438,곽도원 같이 생긴 검사가 더 무서울거 같아...,0
19439,무슨 건달 우상화가 너무 심한데 ㅋㅋ 건달이 무서운건 밑바닥마냥 뭔짓할지 모르니까 무서운거지 건달이라 무섭다? 걍 뭔짓할지 모르니까 무섭다임 싸이코패스 살인마가 오히려 더 무섭지 건달보다,0
19440,저기서 가장 신뢰가는 말은 보복을 몇년있다가 한다는거임 방법이야 많지 퍽치기 같은걸로,0
19441,내가 마포구 매콤주먹인데 다 맞는말임 ㅇㅇ,0
19442,ㅋㅋ 그래서 김성모 쟤는 건달을 어디서 보는데? 지 상상이지 ㅋㅋ,0
19443,내가 건달 두목들 많이 봤는데 저거 다 헛소리다. 그냥 평범하게 생겼음.,0
19444,부산 돼지새끼들 경상도 양아치들 ㅋㅋㅋㅋㅋ 개인방송 하는 문식 돼지 쓰레기들 다 개양아치라는 소리네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
19445,느그 아부지 머하시노? 건달입니더,0
19446,지랄 좀 적당히,0
19447,꼭 중간다리 빙구들이 티내고 다니지 진짜들은 소란 피우다 빵 가면 못 나오니 착함ㅋㅋ,0
19448,그런 건달도 검사한테는 고양이 앞에 쥐새끼 신세가 되지. 한국은 그래. 삼청교육대에서 깡패는 특별대우를 했지.,0
19449,노태우한테 고마워해라,0
19450,그래봣자 검사 앞에가면 ㅋㅋㅋ,0
19451,건달보다 성수 장대호 이런부류가 더 무서움 피지컬 별볼일 없고 존나 잃을거 없어보이는 인간들,0
19452,조선족 불체 노가다가 구라안치고 백배는 더 무서운새끼들임 저런걸로 따지려면 ㅋ,0
19453,그래도 플스 건담은 포기못한데,0
19454,포켓몬빵 줄스는 중 ㅋㅋㅋ,0
19455,욱일기 친근한거 맞는데? 근첩방역용으로 얼마나 많이쓰는데 ㅋㅋㅋ 발작하는 새끼들은 다 근첩 클리앙 40대 ㅋㅋㅋㅋㅋ,0
19456,ㄹ첩 짱깨 부적 확실하구만,0
19457,"매일 유튜브보는데 본적도 없는 광고로 선동하노 ㅋㅋ
조선족이 보면 나오는 광고임?",0
19458,댑 뭐고,0
19459,나 또 차단이야? ㄷㄷ - dc App,0
19460,친근한거 팩트고만,0
19461,선제 타격의 나라,0
